"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1345","Shovel Knight: Shovel of Hope","Jun 26, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Yacht Club Games","Yacht Club Games"
"1353","Stick RPG 2: Director's Cut","Jun 16, 2014","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","XGen Studios","XGen Studios"
"1361","Super Panda Adventures","Jul 14, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BlueEagle Productions","Paul Schneider"
"1399","Rodina","Jul 28, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Elliptic Games","Elliptic Games"
"46","Company of Heroes 2 - The Western Front Armies","Jun 23, 2014","$12.99","N/A (N/A/80%)","0 .. 20,000","00:00 (00:00)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"63","So Many Me","Jul 17, 2014","$14.99","N/A (N/A/78%)","0 .. 20,000","00:00 (00:00)","Extend Studio","ORiGO GAMES"
"102","Road Not Taken","Aug 5, 2014","$14.99","N/A (N/A/75%)","0 .. 20,000","00:00 (00:00)","Spry Fox LLC","Spry Fox LLC"
"112","Particulars","Nov 19, 2014","Free","N/A (N/A/74%)","0 .. 20,000","00:00 (00:00)","SeeThrough Studios","SeeThrough Studios"
"124","Driftmoon","Jan 3, 2014","$13.99","N/A (N/A/73%)","0 .. 20,000","00:00 (00:00)","Ville Mönkkönen, Anne Mönkkönen","Instant Kingdom"
"157","FOTONICA","Nov 6, 2014","$14.99","N/A (N/A/71%)","0 .. 20,000","00:00 (00:00)","Santa Ragione","Santa Ragione"
"165","Bravada","Aug 22, 2014","$9.99","N/A (N/A/70%)","0 .. 20,000","00:00 (00:00)","Interbellum team","Interbellum team"
"173","Vertical Drop Heroes HD","Jul 25, 2014","$6.99","N/A (N/A/70%)","0 .. 20,000","00:00 (00:00)","Nerdook Productions","Digerati"
"181","Basketball Pro Management 2015","Nov 19, 2014","$9.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","Umix Studios, Cyanide Studio","Nacon"
"232","Memento Mori 2","May 13, 2014","$4.99","N/A (N/A/65%)","0 .. 20,000","00:00 (00:00)","Centauri Production","Bohemia Interactive"
"233","JUJU","Dec 10, 2014","$9.99","N/A (N/A/65%)","0 .. 20,000","00:00 (00:00)","Flying Wild Hog","Flying Wild Hog"
"248","Curse: The Eye of Isis","Aug 22, 2014","$2.99","N/A (N/A/63%)","0 .. 20,000","00:00 (00:00)","Asylum entertainment","Microids"
"256","The Good Life","Nov 21, 2014","$9.99","N/A (N/A/62%)","0 .. 20,000","00:00 (00:00)","immersionFX","Iceberg Interactive"
"257","Continue?9876543210","Jan 3, 2014","$9.99","N/A (N/A/62%)","0 .. 20,000","00:00 (00:00)","Jason Oda","Jason Oda"
"264","Redux: Dark Matters","Dec 12, 2014","$9.99","N/A (N/A/61%)","0 .. 20,000","00:00 (00:00)","KTX Software","Signo & Arte"
"269","Disney G-Force","Oct 6, 2014","$19.99","N/A (N/A/61%)","0 .. 20,000","00:00 (00:00)","Eurocom","Disney"
"276","Constant C","Mar 7, 2014","$9.99","N/A (N/A/60%)","0 .. 20,000","00:00 (00:00)","International Games System, Co., LTD.","International Games System, Co., LTD."
"279","The Sun at Night","Aug 1, 2014","$4.99","N/A (N/A/59%)","0 .. 20,000","00:00 (00:00)","Minicore Studios","Minicore Studios"
"295","Mega Coin Squad","Aug 15, 2014","$14.99","N/A (N/A/56%)","0 .. 20,000","00:00 (00:00)","Big Pixel Studios","Adult Swim Games"
"299","Defenders of Time","Nov 4, 2014","N/A","N/A (N/A/55%)","0 .. 20,000","00:00 (00:00)","Four Lights","Four Lights"
"300","Humans Must Answer","Jan 16, 2014","$4.99","N/A (N/A/55%)","0 .. 20,000","00:00 (00:00)","Sumom Games","Sumom Games"
"308","Enemy Front","Jun 10, 2014","$19.99","N/A (N/A/52%)","0 .. 20,000","00:00 (00:00)","CI Games","CI Games"
"316","Line Of Defense Tactics - Tactical Advantage","Mar 17, 2014","$9.99","N/A (N/A/47%)","0 .. 20,000","00:00 (00:00)","3000AD","3000AD"
"320","Wayward Manor","Jul 15, 2014","$6.99","N/A (N/A/41%)","0 .. 20,000","00:00 (00:00)","Moonshark, Inc.","Moonshark, Inc."
"321","4PM","Jul 9, 2014","$2.99","N/A (N/A/41%)","0 .. 20,000","00:00 (00:00)","Bojan Brbora","4PM GAME"
"325","BOMB Dedicated Server","Dec 17, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","",""
"326","SolidFace Parametric CAD Modeler 2D/3D","Dec 22, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SolidFace Technology Inc., Oscar L.","SolidFace Technology Inc."
"327","CRYENGINE - Sample Assets","Jun 6, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crytek","Crytek"
"328","Haunted House: Cryptic Graves","Nov 25, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dreampainters Software","Atari"
"329","The Sands Whisper Your Name","Nov 27, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NexyMedia","NexyMedia"
"330","PICNIC","Oct 1, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A.D. Klumpp","A.D. Klumpp"
"331","Lands of Hope Redemption","Jun 8, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Regal Computer Services","Regal Computer Services"
"332","Monomino","Oct 3, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NYP","KOMODO"
"333","Basketball Pro Management 2014","Jan 6, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Umix Studios","Plug In Digital, Cyanide Studio"
"334","Organic Panic","May 14, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Limb LLC","GameMill"
"335","RTS Creator","Dec 1, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Infotread, LLC","Infotread, LLC"
"336","Squirt's Adventure","Mar 5, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Dept of Silly Stuff","The Dept of Silly Stuff"
"337","ZAMB! Biomutant Extermination","Jun 20, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nano Games","Kasedo Games"
"338","The Curse of the Werewolves","Sep 1, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nordcurrent","Nordcurrent"
"339","Red Spider: Vengeance","Jul 15, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","studio wasp","studio wasp"
"340","Beach Resort Simulator","Nov 28, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Earthworm Games","Ravenscourt"
"341","Race To Mars","Mar 7, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","INTERMARUM, ONE MORE LEVEL","ONE MORE LEVEL"
"342","Reckpunk","Sep 30, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dlan","dlan"
"343","EnviroGolf","Jan 15, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Seemingly Pointless","Seemingly Pointless"
"344","UFHO2","Apr 1, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tiny Colossus, Ciro Continisio","Tiny Colossus"
"345","Reflection of a Fallen Feather","Jan 21, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ForepawSoft","ForepawSoft"
"347","Grail to the Thief","Sep 10, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","For All To Play","For All To Play"
"348","Mining Industry Simulator","Nov 28, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crafty Studios","Ravenscourt"
"351","Rooster Teeth vs. Zombiens","Dec 18, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Chaos, LLC","Team Chaos, LLC"
"352","Steam Bandits: Outpost","Jan 14, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Iocaine Studios","Iocaine Studios"
"355","Club Manager 2015","Dec 4, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BigBlaze Games","2tainment GmbH"
"360","ULTRAWORLD EXODUS","Dec 4, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neon Serpent LLC","Neon Serpent LLC"
"367","Temporality","Oct 7, 2014","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","James Earl Cox III","James Earl Cox III"
"389","Rambo The Video Game + Baker Team DLC","Feb 21, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Teyon","Reef Entertainment"
"461","Saints Row IV: Game of the Century Edition","Jul 15, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Silver Volition","Deep Silver"
"462","Dungeon Shooter 2","Dec 4, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rabid Design Studios","Rabid Design Studios"
"464","Kink","Aug 30, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","baKno Games","baKno Games"
"465","BRG's Red Riding Hood","Oct 2, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brave Rock Games","Brave Rock Games"
"466","BRG's The Stonecutter","Jun 4, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brave Rock Games","Brave Rock Games"
"467","Violet Haunted","Nov 27, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Donnie D. Washington II","Donnie D. Washington II"
"468","LEVEL UP!","Nov 24, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ranmantaru Games","Ranmantaru Games"
"469","Philia : the Sequel to Elansar","Jan 1, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OrionSoft","OrionSoft"
"470","Spaceforce Homeworld","Feb 19, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dreamatrix","Dreamatrix"
"471","Near Impact","Sep 16, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sonalysts Combat Simulations","Strategy First"
"472","eden - 3D Screensaver","Sep 15, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Maurice Pape","Maurice Pape"
"473","Mountain Racing","Dec 19, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yash Future Tech Solutions Pvt Ltd","Yash Future Tech Solutions Pvt Ltd"
"474","Yeti's Parole Officer","Sep 26, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"475","Virus Jigglin' Fever","May 26, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","devFluid","devFluid"
"476","Anmynor Puzzles","Mar 20, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pyxel Arts","Strategy First"
"477","Back To Life 3","Dec 16, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Carlo D'Apostoli Projects","Strategy First"
"478","Balloon Strike","Jul 12, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yash Future Tech Solutions Pvt Ltd","Yash Future Tech Solutions Pvt Ltd"
"479","Back To Life 2","May 6, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Carlo D'Apostoli Projects","Strategy First"
"480","SPORT1 Live : Duel","May 30, 2014","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sport1 GmbH","Sport1 GmbH"
"481","Mission Control: NanoMech","Dec 17, 2014","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WisdomTools","WisdomTools"
"482","My Pet Hotel","Mar 27, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Arts Software","familyplay, Markt+Technik"
"483","Quantum Flux","Dec 25, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dharker Studios","Dharker Studios"
"484","Cypress Inheritance: The Beginning","Mar 10, 2014","$59.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cypress Inheritance, LLC","Cypress Inheritance, LLC"
"485","Children of Liberty","Apr 18, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lantana Games","Lantana Games"
"486","PANDARA","Apr 7, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","leimonya","leimonya"
"488","Speed Car Fighter","Oct 24, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yash Future Tech Solutions Pvt Ltd","Yash Future Tech Solutions Pvt Ltd"
"489","Bounders and Cads","Jul 8, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wax Lyrical Games","Wax Lyrical Games"
"490","Crystal Chip Collector","Aug 16, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nekomura Games","Nekomura Games"
"492","Snow Light","Aug 15, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","West Dragon Productions DR","OG-ZONE Digital Entertainment"
"493","The Escapist","Sep 15, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Backstab Games","Backstab Games"
"494","The Witch's Yarn","Apr 3, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mousechief","Mousechief"
"496","Character Creator - Graphics Pack","Aug 22, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roencia","Roencia Game Creators"
"497","TesserAct","Oct 24, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Propelled Bird Software","Propelled Bird Software"
"498","Defense Grid 2: A Matter of Endurance","Sep 22, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Viva Media"
"500","Victorian Admirals","Feb 11, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Totem Games","Strategy First"
"501","Monsters and Medicine","Oct 7, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Clockwork Acorn","Clockwork Acorn"
"502","Man in a Maze: Deathmatch","Oct 16, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SmallGreenHill","SmallGreenHill"
"503","Infinite Game Works Episode 0","Jun 10, 2014","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sakura River Interactive","Sakura River Interactive"
"504","SilverQuest: Gaiden","Dec 29, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolfgame","Wolfgame"
"505","Backgammon","Nov 11, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","baKno Games","baKno Games"
"506","Journey of the King","Dec 15, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DigitalWorldEntertainment","DigitalWorldEntertainment"
"507","European Fishing","Nov 20, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funky Logic Studios","Libredia"
"508","Monster Challenge Circus","May 15, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Freegamer","Strategy First"
"509","Chilie","Apr 15, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Beckoning Cat","Simon Says: Play!"
"512","Uprising44: The Silent Shadows","Apr 18, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DMD Enterprise","DMD Enterprise"
"513","Front Page Sports Football","Oct 2, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cyanide Studio","Cyanide Studio, Nacon"
"514","Extreme Roads USA","Jun 6, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","United Independent Entertainment","United Independent Entertainment"
"515","ARK -the lost fairytale-","Aug 10, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Narrator, STORIA","Narrator"
"518","Roaming Fortress","Nov 20, 2014","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YETi CGI","Brisk Mobile Inc"
"520","D.W.A.R.F.S.","Mar 20, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZSK Progres s.c.","Strategy First"
"521","Corto Maltese - Secrets of Venice","Dec 4, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kids up hill","BulkyPix, Plug In Digital"
"522","Paradigm Shift","May 19, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Evilized Productions","Evilized productions"
"523","My Pet Hotel 2","Mar 27, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Arts Software","familyplay"
"524","Kingdom Tales 2","Aug 7, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cateia Games","Cateia Games"
"526","I Will Escape","Dec 22, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Label Studio","Blue Label Studio"
"527","Tail Drift","Oct 29, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Attract Mode Games","Right Pedal Studios"
"528","CardFile3D","Oct 1, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio V5","Studio V5"
"529","Space Salvager","Nov 25, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sam Albon","Sam Albon"
"530","Bloodbath","Jun 16, 2014","$1.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Freedom Factory","United Independent Entertainment"
"531","Sam Glyph: Private Eye!","Oct 9, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Narrow Monolith","Narrow Monolith"
"533","Beekyr","Jul 10, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KaleidoGames","KaleidoGames"
"534","Retrobooster","Jul 11, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Really Slick","Really Slick"
"535","The Labyrinth of Time","Nov 26, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Terra Nova Development","Nightdive Studios"
"537","Toxic Bunny HD","Jul 18, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Celestial Games","Celestial Games"
"539","Ski-World Simulator","Nov 18, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","United Independent Entertainment","United Independent Entertainment"
"541","Iron Soul","Feb 26, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BluBee Games","Effat Effati"
"542","Do Not Fall","Dec 18, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","XPEC Entertainment Inc.","XPEC Entertainment Inc."
"544","DANGEROUS DUELS","Jul 12, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sophie Houlden","Sophie Houlden"
"545","Sharpe Investigations: Death on the Seine","Jul 15, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Icarus Games","Libredia Entertainment"
"546","Triblaster","Jul 1, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","oeFun, Inc.","oeFun, Inc."
"548","Dungeon Lurk II - Leona","Oct 27, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Keys of Nine Entertainment","Keys of Nine Entertainment"
"549","Recovery Search & Rescue Simulation","Jan 9, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Excalibur Publishing","Excalibur Publishing"
"550","The Count of Monster Disco","Oct 24, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Skyhook Games, Dovetail Games","Dovetail Games - Trains"
"551","Mystery Expedition: Prisoners of Ice","Feb 18, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lazy Turtle Games","Tri Synergy"
"552","Extreme Real Reality HD Remix","May 31, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Step Dad Productions","Step Dad Productions"
"556","Isomer","Jul 11, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ionising Software","Ionising Software"
"557","Miko Gakkou: Second Year","Nov 13, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","xinoro","xinoro"
"558","ControlMyJoystick","Dec 1, 2014","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Russ Beuker","Tetherscript Technology Corporation"
"559","Bin Weevils Arty Arcade","Dec 5, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alternative Software Ltd","Alternative Software Ltd"
"560","Mahjong Magic Journey 2","Dec 7, 2014","$1.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creobit","8floor"
"561","Stained","Jul 10, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RealAxis Software","RealAxis Software"
"562","Tales of Adventure 2","Jul 14, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","XIAOYAO, BetaSparkUK","XIAOYAO"
"563","Koya Rift","Oct 27, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zach Kehs (SunnyKatt)","Zach Kehs (SunnyKatt)"
"564","Tiestru","Aug 20, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Warlock Arts","Warlock Arts"
"565","Starlight Inception","Apr 22, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Escape Hatch Entertainment, LLC","Escape Hatch Entertainment, LLC"
"566","Terraformer Expedition to Mars","May 7, 2014","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vermont Software Studios,LLC","Vermont Software Studios,LLC"
"568","CubeZ","Dec 1, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imaekgames [Imaek Limited]","Indie Developer"
"569","Kingdom Elemental","May 2, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Scott Thunelius, Chronic Logic, Tony Porter","Chronic Logic"
"570","Spy Fox In: Hold the Mustard","Jun 6, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"571","Sprite Lamp","Sep 25, 2014","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Snake Hill Games","Snake Hill Games"
"572","Task Force 1942: Surface Naval Action in the South Pacific","Nov 6, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MicroProse Software, Inc","Atari, Nightdive Studios"
"580","My Vet Practice - In the Country","Mar 27, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Independent Arts Software","familyplay"
"581","Draconian Wars","Aug 28, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kardfy Studios","Kardfy Studios"
"584","Silent Service","Nov 6, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MicroProse Software, Inc","Atari, Nightdive Studios"
"585","Indie Graphics Bundle - Royalty Free Sprites","May 6, 2014","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roencia","Roencia Game Creators"
"586","Bit Odyssey","Dec 15, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamesare","Clickteam"
"587","Movie Studio Boss: The Sequel","Dec 17, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eddy & Gary & Friends",""
"588","The Shopkeeper","Oct 23, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tom De Roeck","Mastertronic"
"589","Psycho Train","Nov 4, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Veles Studio","Alawar Entertainment"
"590","Geekbench 3","Mar 12, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Primate Labs Inc.","Primate Labs Inc."
"591","Entwined: The Perfect Murder","Sep 2, 2014","$5.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Urchin Games","HH-Games"
"595","Gamer To Game Developer Series 2 Learn Unity 2D","Apr 4, 2014","$49.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GTGD","GTGD"
"596","Derrick the Deathfin","Jun 16, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","different cloth","different cloth"
"598","Martial Arts: Capoeira","Jun 12, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Twelve Games","Libredia"
"599","liteCam Android: No Root Android Screen Recorder","Jul 29, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RSUPPORT Co., LTD.","RSUPPORT Co., LTD."
"600","Elastrix","Dec 18, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hyper Hippo Games","Hyper Hippo Games"
"601","Growing Pains","May 28, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Smudged Cat Games Ltd","Smudged Cat Games Ltd"
"602","Moonlight Minions","Oct 22, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shorebound Studios","Shorebound Studios"
"604","World Of Leaders","Dec 17, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eversim","Eversim"
"605","Cheesecake Cool Conrad","Oct 8, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reload Games Studio","Strategy First"
"606","Liquid Rhythm","Mar 28, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WaveDNA","WaveDNA"
"607","Neocolonialism","Dec 1, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Subaltern Games, LLC","Subaltern Games, LLC"
"608","Super Lemonade Factory","Jul 9, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","initials","initials"
"611","Frayed Knights: The Skull of S'makh-Daon","Jul 24, 2014","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rampant Games","Rampant Games"
"612","Ninja Cats vs Samurai Dogs","Feb 21, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eutechnyx","Eutechnyx"
"613","Vault Cracker","May 15, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gogii Games","Strategy First"
"614","KEL Reaper of Entropy","Nov 18, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tavern Games","Stained Glass Llama"
"616","Jacob Jones and the Bigfoot Mystery : Episode 2","Sep 23, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucid Games Ltd","Lucid Games Ltd"
"617","Thieves' Gambit: The Curse of the Black Cat","Oct 17, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"618","East Tower - Kurenai (East Tower Series Vol. 4)","Mar 11, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ROSEVERTE","ROSEVERTE"
"621","Selknam Defense","Jul 25, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","","Creability"
"625","Dream Tale","Dec 16, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Green Lava Studios","Strategy First"
"626","Wildlife Park 2 - Farm World","Jul 17, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","b-alive gmbh","b-alive gmbh"
"628","Cubesis","Aug 22, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wonderful Tree Studio","Wastelands Interactive"
